City,State,Type,Counties,Population,Latitude,Longitude
Gentry,MO,Village,Gentry,56,40.333,-94.423
Govan,SC,Town,Bamberg,56,33.223,-81.175
Harbine,NE,Village,Jefferson,56,40.192,-96.974
Hartman,CO,Town,Prowers,56,38.121,-102.219
House,NM,Village,Quay,56,34.649,-103.904
Junction,IL,Village,Gallatin,56,37.721,-88.243
Kirkman,IA,City,Shelby,56,41.728,-95.267
Learned,MS,Town,Hinds,56,32.197,-90.548
Milan,KS,City,Sumner,56,37.258,-97.674
Prairie Rose,ND,City,Cass,56,46.817,-96.835
Smicksburg,PA,Borough,Indiana,56,40.87,-79.171
Clyde,MO,Village,Nodaway,55,40.265,-94.669
Colwell,IA,City,Floyd,55,43.158,-92.591
Garrison,NE,Village,Butler,55,41.175,-97.163
Hazel Run,MN,City,Yellow Medicine,55,44.748,-95.717
Jacksonburg,OH,Village,Butler,55,39.538,-84.503
Lewiston,NE,Village,Pawnee,55,40.243,-96.407
Lost Springs,KS,City,Marion,55,38.567,-96.966
North River,ND,City,Cass,55,46.95,-96.801
Platinum,AK,City,Bethel,55,58.951,-161.747
Primrose,NE,Village,Boone,55,41.624,-98.237
Seven Springs,NC,Town,Wayne,55,35.225,-77.845
Sheridan Lake,CO,Town,Kiowa,55,38.467,-102.294
Smyrna,SC,Town,York;Cherokee,55,35.042,-81.409
Turton,SD,Town,Spink,55,45.049,-98.097
Union Hill,IL,Village,Kankakee,55,41.108,-88.146
Warwick,ND,City,Benson,55,47.853,-98.706
Alexander,KS,City,Rush,54,38.469,-99.553
Davis,SD,Town,Turner,54,43.26,-96.995
Hadley,MN,City,Murray,54,44.002,-95.856
Nashville,KS,City,Kingman,54,37.438,-98.423
New Morgan,PA,Borough,Berks,54,40.189,-75.901
New Witten,SD,Town,Tripp,54,43.441,-100.082
Newark,MO,Village,Knox,54,39.994,-91.974
Oak,NE,Village,Nuckolls,54,40.238,-97.904
Vining,IA,City,Tama,54,41.991,-92.388
Winnetoon,NE,Village,Knox,54,42.514,-97.96
Alamo,ND,City,Williams,53,48.583,-103.468
Atka,AK,City,Aleutians West,53,52.213,-174.216
Grace City,ND,City,Foster,53,47.553,-98.804
Hatfield,MN,City,Pipestone,53,43.954,-96.189
Knierim,IA,City,Calhoun,53,42.456,-94.456
Raymond,SD,Town,Clark,53,44.911,-97.937
Ripley,IL,Village,Brown,53,40.025,-90.638
Sherrill,AR,Town,Jefferson,53,34.385,-91.952
Waldenburg,AR,Town,Poinsett,53,35.565,-90.935
Yuba,WI,Village,Richland,53,43.536,-90.427
Burr,NE,Village,Otoe,52,40.536,-96.3
Cardiff,AL,Town,Jefferson,52,33.647,-86.931
Glade,KS,City,Phillips,52,39.683,-99.312
Goldville,AL,Town,Tallapoosa,52,33.085,-85.778
LaGrange,AR,Town,Lee,52,34.656,-90.734
Livonia,MO,Village,Putnam,52,40.492,-92.7
Manchester,MN,City,Freeborn,52,43.725,-93.451
Norcross,MN,City,Grant,52,45.869,-96.197
Northboro,IA,City,Page,52,40.608,-95.294
Rosston,OK,Town,Harper,52,36.813,-99.933
Tarnov,NE,Village,Platte,52,41.615,-97.502
Urbank,MN,City,Otter Tail,52,46.125,-95.511
Whiteside,MO,Village,Lincoln,52,39.184,-91.017
Belvidere,NE,Village,Thayer,51,40.255,-97.558
Douglas,OK,Town,Garfield,51,36.26,-97.667
Elmer,MO,City,Macon,51,39.958,-92.649
Encino,NM,Village,Torrance,51,34.652,-105.459
Folsom,NM,Village,Union,51,36.848,-103.919
Hunter,KS,City,Mitchell,51,39.235,-98.396
Nome,ND,City,Barnes,51,46.676,-97.816
Orient,SD,Town,Faulk,51,44.902,-99.089
Paoli,CO,Town,Phillips,51,40.613,-102.472
Peak,SC,Town,Newberry,51,34.239,-81.328
Penermon,MO,Village,Stoddard,51,36.791,-89.83
Thayer,IA,City,Union,51,41.029,-94.05
Brimson,MO,Village,Grundy,50,40.145,-93.738
Cold Bay,AK,City,Aleutians East,50,55.216,-162.776
Dering Harbor,NY,Village,Suffolk,50,41.092,-72.341
Elsmore,KS,City,Allen,50,37.794,-95.15
Elyria,NE,Village,Valley,50,41.68,-99.005
Keenes,IL,Village,Wayne,50,38.339,-88.642
Labette,KS,City,Labette,50,37.23,-95.184
Leonidas,MN,City,St. Louis,50,47.469,-92.567
New Washington,PA,Borough,Clearfield,50,40.821,-78.703
Ortley,SD,Town,Roberts,50,45.335,-97.205
Ozan,AR,Town,Hempstead,50,33.847,-93.721
Plover,IA,City,Pocahontas,50,42.877,-94.622
Randalia,IA,City,Fayette,50,42.864,-91.886
Tinsman,AR,Town,Calhoun,50,33.629,-92.353
Wiederkehr Village,AR,City,Franklin,50,35.478,-93.765
Belle Prairie City,IL,Town,Hamilton,49,38.223,-88.556
Elgin,OH,Village,Van Wert,49,40.743,-84.476
Ethelsville,AL,Town,Pickens,49,33.414,-88.216
Grand Pass,MO,Village,Saline,49,39.205,-93.443
Great Bend,ND,City,Richland,49,46.155,-96.801
Hassell,NC,Town,Martin,49,35.908,-77.276
Krupp,WA,Town,Grant,49,47.41,-118.989
Matfield Green,KS,City,Chase,49,38.16,-96.562
Ong,NE,Village,Clay,49,40.398,-97.839
Rogers,ND,City,Barnes,49,47.074,-98.203
Rossie,IA,City,Clay,49,43.014,-95.189
Smith Village,OK,Town,Oklahoma,49,35.451,-97.457
Vienna,SD,Town,Clark,49,44.703,-97.5
Allendale,MO,Village,Worth,48,40.485,-94.289
Brookview,MD,Town,Dorchester,48,38.574,-75.793
Carrsville,KY,City,Livingston,48,37.398,-88.375
Grenville,SD,Town,Day,48,45.467,-97.39
Hoberg,MO,Village,Lawrence,48,37.068,-93.849
Holiday City,OH,Village,Williams,48,41.621,-84.54
Lambert,MO,Village,Scott,48,37.094,-89.555
Placerville,ID,City,Boise,48,43.943,-115.946
Virgil,KS,City,Greenwood,48,37.98,-96.011
Agenda,KS,City,Republic,47,39.707,-97.432
Bathgate,ND,City,Pembina,47,48.88,-97.474
Coney Island,MO,Village,Stone,47,36.593,-93.397
Dennis Acres,MO,Village,Newton,47,37.046,-94.504
Falkland,NC,Town,Pitt,47,35.699,-77.513
Johnstown,NE,Village,Brown,47,42.572,-100.056
Lane,SD,Town,Jerauld,47,44.07,-98.425
Manchester,KS,City,Dickinson,47,39.092,-97.321
Mooresville,AL,Town,Limestone,47,34.627,-86.88
Morristown,SD,Town,Corson,47,45.939,-101.719
Myrtle,MN,City,Freeborn,47,43.563,-93.163
Panola,IL,Village,Woodford,47,40.785,-89.02
Twin Brooks,SD,Town,Grant,47,45.209,-96.786
Whelen Springs,AR,Town,Clark,47,33.833,-93.126
Worthington,MO,Village,Putnam,47,40.409,-92.689
Beaver,IA,City,Boone,46,42.038,-94.14
Belvidere,SD,Town,Jackson,46,43.832,-101.271
Blue Eye,AR,Town,Carroll,46,36.496,-93.397
Crab Orchard,NE,Village,Johnson,46,40.335,-96.422
Delhi,MN,City,Redwood,46,44.598,-95.213
Draper,SD,Town,Jones,46,43.926,-100.537
Emmet,NE,Village,Holt,46,42.476,-98.809
Hamilton,ND,City,Pembina,46,48.808,-97.453
Julian,NE,Village,Nemaha,46,40.52,-95.867
Lebanon,NE,Village,Red Willow,46,40.049,-100.276
Mahaska,KS,City,Washington,46,39.988,-97.354
Mauckport,IN,Town,Harrison,46,38.025,-86.199
Niagara,ND,City,Grand Forks,46,48.001,-97.877
Nunda,SD,Town,Lake,46,44.16,-97.019
Parkerville,KS,City,Morris,46,38.764,-96.663
Pollock,MO,Village,Sullivan,46,40.358,-93.084
Rea,MO,City,Andrew,46,40.061,-94.764
Reubens,ID,City,Lewis,46,46.322,-116.542
Tindall,MO,Town,Grundy,46,40.161,-93.61
Voltaire,ND,City,McHenry,46,48.019,-100.845
Wood Lake,NE,Village,Cherry,46,42.638,-100.237
Bassett,IA,City,Chickasaw,45,43.062,-92.516
Bluff City,KS,City,Harper,45,37.076,-97.875
Clayton,IA,City,Clayton,45,42.903,-91.151
Climax,KS,City,Greenwood,45,37.719,-96.224
Commerce,MO,Village,Scott,45,37.16,-89.447
Corinth,AR,Town,Yell,45,35.07,-93.42
Dayton Lakes,TX,City,Liberty,45,30.144,-94.816
Eldorado,MD,Town,Dorchester,45,38.583,-75.79
Galatia,KS,City,Barton,45,38.641,-98.958
Lake City,SD,Town,Marshall,45,45.725,-97.414
Rest Haven,GA,Town,Hall;Gwinnett,45,34.132,-83.976
Rodney,IA,City,Monona,45,42.205,-95.951
Thornburg,IA,City,Keokuk,45,41.455,-92.333
Yeager,OK,Town,Hughes,45,35.157,-96.34
Clayton,KS,City,Decatur;Norton,44,39.737,-100.176
Hunnewell,KS,City,Sumner,44,37.005,-97.408
Marysville,IA,City,Marion,44,41.183,-92.954
North Crows Nest,IN,Town,Marion,44,39.866,-86.162
Simpson,IL,Village,Johnson,44,37.467,-88.758
Steele City,NE,Village,Jefferson,44,40.037,-97.023
Thayer,NE,Village,York,44,40.97,-97.497
Westport,MN,City,Pope,44,45.714,-95.168
Woodworth,ND,City,Stutsman,44,47.142,-99.304
Bagnell,MO,Town,Miller,43,38.23,-92.604
Dresden,KS,City,Decatur,43,39.622,-100.419
Magnet,NE,Village,Cedar,43,42.456,-97.469
Neihart,MT,Town,Cascade,43,46.935,-110.736
Osterdock,IA,City,Clayton,43,42.731,-91.158
Rathbun,IA,City,Appanoose,43,40.802,-92.887
Regal,MN,City,Kandiyohi,43,45.405,-94.84
Richards,MO,Town,Vernon,43,37.91,-94.557
Sedan,MN,City,Pope,43,45.578,-95.245
St Cloud,MO,Village,Crawford,43,38.173,-91.213
Texola,OK,Town,Beckham,43,35.222,-99.993
Vining,KS,City,Washington;Clay,43,39.567,-97.294
Wolford,ND,City,Pierce,43,48.498,-99.704
Deweese,NE,Village,Clay,42,40.355,-98.139
Dickey,ND,City,LaMoure,42,46.537,-98.468
Foster,NE,Village,Pierce,42,42.275,-97.665
Gulfport,IL,Village,Henderson,42,40.802,-91.082
La Prairie,IL,Village,Adams,42,40.147,-91.002
Lost River,ID,City,Custer,42,43.689,-113.632
Miltonsburg,OH,Village,Monroe,42,39.831,-81.165
Oxford,ID,City,Franklin,42,42.26,-112.018
Powersville,MO,Village,Putnam,42,40.55,-93.3
Rives,MO,Town,Dunklin,42,36.094,-90.011
Alice,ND,City,Cass,41,46.76,-97.556
Athol,KS,City,Smith,41,39.766,-98.92
Atomic City,ID,City,Bingham,41,43.444,-112.813
Benton,AL,Town,Lowndes,41,32.308,-86.818
Catron,MO,Town,New Madrid,41,36.611,-89.706
Clearview,OK,Town,Okfuskee,41,35.397,-96.191
Ethel,MO,Town,Macon,41,39.894,-92.741
Hayesville,IA,City,Keokuk,41,41.265,-92.248
Humboldt,MN,City,Kittson,41,48.921,-97.094
Landa,ND,City,Bottineau,41,48.896,-100.912
Leona,KS,City,Doniphan,41,39.786,-95.321
Leonard,MN,City,Clearwater,41,47.651,-95.267
McGrath,MN,City,Aitkin,41,46.242,-93.275
Pingree,ND,City,Stutsman,41,47.164,-98.909
Satartia,MS,Village,Yazoo,41,32.672,-90.545
Seward,KS,City,Stafford,41,38.178,-98.794
Spofford,TX,City,Kinney,41,29.173,-100.411
Tolley,ND,City,Renville,41,48.73,-101.827
Umber View Heights,MO,Village,Cedar,41,37.623,-93.804
Wallace,KS,City,Wallace,41,38.913,-101.593
Wood,SD,Town,Mellette,41,43.497,-100.48
Barney,ND,City,Richland,40,46.266,-96.999
Carlton,KS,City,Dickinson,40,38.687,-97.293
Cayuga,ND,City,Sargent,40,46.076,-97.384
Cliff Village,MO,Village,Newton,40,37.025,-94.517
Deerfield,MO,Village,Vernon,40,37.839,-94.508
Elmdale,KS,City,Chase,40,38.373,-96.646
Erwin,SD,Town,Kingsbury,40,44.488,-97.441
Jenkinsville,SC,Town,Fairfield,40,34.311,-81.287
Lock Springs,MO,Village,Daviess,40,39.849,-93.776
Ottosen,IA,City,Humboldt,40,42.898,-94.376
Trail,MN,City,Polk,40,47.783,-95.698
Unity,OR,City,Baker,40,44.449,-118.186
Benton,IA,City,Ringgold,39,40.704,-94.36
Cotter,IA,City,Louisa,39,41.294,-91.466
Egegik,AK,City,Lake and Peninsula,39,58.205,-157.522
Elmira,MO,Village,Ray,39,39.509,-94.155
Iatan,MO,Village,Platte,39,39.477,-94.984
Imogene,IA,City,Fremont,39,40.879,-95.428
Langdon,KS,City,Reno,39,37.853,-98.324
Milton,ND,City,Cavalier,39,48.626,-98.046
State Line,ID,City,Kootenai,39,47.705,-117.036
Valeria,IA,City,Jasper,39,41.73,-93.326
Amorita,OK,Town,Alfalfa,38,36.924,-98.294
Byers,KS,City,Pratt,38,37.788,-98.867
Clinton,NE,Village,Sheridan,38,42.76,-102.348
Dana,IA,City,Greene,38,42.107,-94.238
Deer Grove,IL,Village,Whiteside,38,41.61,-89.687
Driftwood,PA,Borough,Cameron,38,41.343,-78.125
Fredonia,ND,City,Logan,38,46.329,-99.096
Inkster,ND,City,Grand Forks,38,48.151,-97.644
Lake Santeetlah,NC,Town,Graham,38,35.364,-83.866
Moffett,OK,Town,Sequoyah,38,35.39,-94.446
Naples,SD,Town,Clark,38,44.772,-97.513
Rinard,IA,City,Calhoun,38,42.34,-94.485
Sawpit,CO,Town,San Miguel,38,37.995,-108.001
Sciota,IL,Village,McDonough,38,40.562,-90.748
Timken,KS,City,Rush,38,38.473,-99.178
Verdel,NE,Village,Knox,38,42.811,-98.193
Antelope,OR,City,Wasco,37,44.911,-120.724
Arcola,MO,Village,Dade,37,37.549,-93.876
Byron,OK,Town,Alfalfa,37,36.901,-98.295
Cope,SC,Town,Orangeburg,37,33.378,-81.008
Curlew,IA,City,Palo Alto,37,42.98,-94.738
Cushing,NE,Village,Howard,37,41.295,-98.369
Denham,MN,City,Pine,37,46.362,-92.942
Ginger Blue,MO,Village,McDonald,37,36.59,-94.46
Jackson Junction,IA,City,Winneshiek,37,43.101,-92.046
Leggett,NC,Town,Edgecombe,37,35.99,-77.58
Liberty,NE,Village,Gage,37,40.086,-96.483
Ohiopyle,PA,Borough,Fayette,37,39.867,-79.494
Souris,ND,City,Bottineau,37,48.91,-100.683
Speed,KS,City,Phillips,37,39.677,-99.421
Springbrook,ND,City,Williams,37,48.252,-103.461
Stoutsville,MO,Village,Monroe,37,39.548,-91.858
Sun City,KS,City,Barber,37,37.379,-98.917
Surprise,NE,Village,Butler,37,41.104,-97.309
Wilmore,KS,City,Comanche,37,37.335,-99.209
Burnt Prairie,IL,Village,White,36,38.251,-88.258
Carbon,IA,City,Adams,36,41.05,-94.824
Cobden,MN,City,Brown,36,44.283,-94.847
Coppock,IA,City,Jefferson;Washington;Henry,36,41.164,-91.715
Courtenay,ND,City,Stutsman,36,47.224,-98.569
Doran,MN,City,Wilkin,36,46.185,-96.486
Forbes,ND,City,Dickey,36,45.942,-98.782
Hollowayville,IL,Village,Bureau,36,41.365,-89.295
Millerton,IA,City,Wayne,36,40.849,-93.306
Robinson,ND,City,Kidder,36,47.142,-99.78
Vista,MO,Village,St. Clair,36,37.989,-93.664
Aldrich,MN,City,Wadena,35,46.374,-94.939
Ashland,OK,Town,Pittsburg,35,34.765,-96.072
Hollister,OK,Town,Tillman,35,34.341,-98.871
Lorton,NE,Village,Otoe,35,40.597,-96.024
Paradise,KS,City,Russell,35,39.114,-98.918
Regan,ND,City,Burleigh,35,47.157,-100.527
Saronville,NE,Village,Clay,35,40.603,-97.939
Tolstoy,SD,Town,Potter,35,45.208,-99.614
Brocket,ND,City,Ramsey,34,48.211,-98.355
Buck Grove,IA,City,Crawford,34,41.918,-95.395
Dolton,SD,Town,Turner,34,43.491,-97.385
Gandy,NE,Village,Logan,34,41.47,-100.458
Larsen Bay,AK,City,Kodiak Island,34,57.551,-154.005
Owasa,IA,City,Hardin,34,42.432,-93.205
Pendleton,MO,Village,Warren,34,38.826,-91.232
Phillipstown,IL,Village,White,34,38.143,-88.018
Two Buttes,CO,Town,Baca,34,37.561,-102.397
Ward,SD,Town,Moody,34,44.155,-96.463
Ashburn,MO,Town,Pike,33,39.547,-91.17
Aspinwall,IA,City,Crawford,33,41.911,-95.135
Cornlea,NE,Village,Platte,33,41.68,-97.567
Draper,TX,Town,Denton,33,33.099,-97.23
Garden City,SD,Town,Clark,33,44.959,-97.58
Huntley,NE,Village,Harlan,33,40.21,-99.291
Lazy Lake,FL,Village,Broward,33,26.156,-80.145
Lebanon,SD,Town,Potter,33,45.069,-99.766
McLean,NE,Village,Pierce,33,42.386,-97.468
Menlo,KS,City,Thomas,33,39.356,-100.724
Strong City,OK,Town,Roger Mills,33,35.67,-99.6
Triplett,MO,City,Chariton,33,39.498,-93.194
Alsen,ND,City,Cavalier,32,48.63,-98.704
Altamont,SD,Town,Deuel,32,44.841,-96.69
Birdsong,AR,Town,Mississippi,32,35.459,-90.262
Denver,MO,Village,Worth,32,40.399,-94.323
Egeland,ND,City,Towner,32,48.628,-99.098
Emelle,AL,Town,Sumter,32,32.729,-88.316
Frye Island,ME,Town,Cumberland,32,43.836,-70.524
Granite,OR,City,Grant,32,44.81,-118.419
McMullen,AL,Town,Pickens,32,33.148,-88.176
Natural Bridge,AL,Town,Winston,32,34.09,-87.601
Norman,NE,Village,Kearney,32,40.479,-98.792
Pleasanton,IA,City,Decatur,32,40.582,-93.743
Rockwood,IL,Village,Randolph,32,37.837,-89.692
Stockham,NE,Village,Hamilton,32,40.716,-97.943
Wenonah,IL,Village,Montgomery,32,39.32,-89.288
Ardoch,ND,City,Walsh,31,48.205,-97.341
Berlin,ND,City,LaMoure,31,46.378,-98.488
Canton City,ND,City,Pembina,31,48.688,-97.668
Grainola,OK,Town,Osage,31,36.938,-96.649
Latimer,KS,City,Morris,31,38.739,-96.846
Louisburg,MN,City,Lac qui Parle,31,45.164,-96.171
Nekoma,ND,City,Cavalier,31,48.579,-98.377
Rodman,IA,City,Palo Alto,31,43.027,-94.527
Spencer,ID,City,Clark,31,44.361,-112.187
Susank,KS,City,Barton,31,38.641,-98.775
Bentley,IL,Town,Hancock,30,40.344,-91.112
Brinsmade,ND,City,Benson,30,48.184,-99.324
Clifford,ND,City,Traill,30,47.348,-97.41
Fairdale,ND,City,Walsh,30,48.49,-98.231
Fortuna,ND,City,Divide,30,48.91,-103.779
Gilead,NE,Village,Thayer,30,40.146,-97.415
Gillett Grove,IA,City,Clay,30,43.016,-95.036
Kasaan,AK,City,Prince of Wales-Hyder,30,55.556,-132.399
Macedonia,IL,Village,Franklin;Hamilton,30,38.054,-88.703
McNab,AR,Town,Hempstead,30,33.661,-93.832
Monango,ND,City,Dickey,30,46.173,-98.595
Putnam,OK,Town,Dewey,30,35.856,-98.968
Richfield,KS,City,Morton,30,37.265,-101.783
Shaniko,OR,City,Wasco,30,45.004,-120.752
Strang,NE,Village,Fillmore,30,40.415,-97.587
Waldo,KS,City,Russell,30,39.12,-98.798
Webber,KS,City,Jewell,30,39.934,-98.035
Alton,IN,Town,Crawford,29,38.12,-86.419
Bay Lake,FL,City,Orange,29,28.389,-81.579
Blanchard,IA,City,Page,29,40.581,-95.221
Cotesfield,NE,Village,Howard,29,41.358,-98.634
Danville,KS,City,Harper,29,37.286,-97.892
Elkport,IA,City,Clayton,29,42.742,-91.275
Frenchboro,ME,Town,Hancock,29,44.115,-68.353
Hampden,ND,City,Ramsey,29,48.54,-98.654
Harwood,MO,Village,Vernon,29,37.957,-94.154
Huntsdale,MO,Town,Boone,29,38.912,-92.472
May,OK,Town,Harper,29,36.617,-99.748
Memphis,AL,Town,Pickens,29,33.137,-88.306
Vilas,SD,Town,Miner,29,44.008,-97.596
Dayton,AL,Town,Marengo,28,32.351,-87.642
Edmond,KS,City,Norton,28,39.627,-99.82
Florence,MN,City,Lyon,28,44.237,-96.053
Fults,IL,Village,Monroe,28,38.164,-90.213
Jolley,IA,City,Calhoun,28,42.479,-94.718
Lamar,NE,Village,Chase,28,40.572,-101.979
Leith,ND,City,Grant,28,46.365,-101.641
Los Ybanez,TX,City,Dawson,28,32.719,-101.918
Lupus,MO,Town,Moniteau,28,38.846,-92.454
Lushton,NE,Village,York,28,40.724,-97.724
Luverne,ND,City,Steele,28,47.251,-97.935
Rendville,OH,Village,Perry,28,39.623,-82.089
Udell,IA,City,Appanoose,28,40.78,-92.743
Wooldridge,MO,Village,Cooper,28,38.907,-92.521
Broadland,SD,Town,Beadle,27,44.494,-98.347
Bushong,KS,City,Lyon,27,38.643,-96.257
Capron,OK,Town,Woods,27,36.896,-98.577
Dunlap,KS,City,Morris,27,38.576,-96.367
Hamlet,NE,Village,Hayes,27,40.384,-101.235
La Due,MO,Village,Henry,27,38.312,-93.878
Leal,ND,City,Barnes,27,47.105,-98.315
Lone Elm,KS,City,Anderson,27,38.08,-95.243
Long Lake,SD,Town,McPherson,27,45.857,-99.206
Moorefield,NE,Village,Frontier,27,40.69,-100.4
Amity,MO,Town,DeKalb,26,39.868,-94.435
Bazile Mills,NE,Village,Knox,26,42.512,-97.908
Boy River,MN,City,Cass,26,47.168,-94.124
Coburg,IA,City,Montgomery,26,40.919,-95.266
Correll,MN,City,Big Stone,26,45.232,-96.163
Galt,IA,City,Wright,26,42.693,-93.605
Gilbert,AR,Town,Searcy,26,35.991,-92.717
Hepburn,IA,City,Page,26,40.848,-95.017
Passaic,MO,Town,Bates,26,38.322,-94.349
Quintana,TX,Town,Brazoria,26,28.934,-95.307
Radium,KS,City,Stafford,26,38.174,-98.894
River Forest,IN,Town,Madison,26,40.111,-85.729
Russell Springs,KS,City,Logan,26,38.913,-101.176
Scofield,UT,Town,Carbon,26,39.721,-111.163
Scottsville,KS,City,Mitchell,26,39.543,-97.952
Seven Springs,PA,Borough,Fayette;Somerset,26,40.025,-79.293
Time,IL,Village,Pike,26,39.561,-90.723
Virgil,SD,Town,Beadle,26,44.291,-98.428
Edna Bay,AK,City,Prince of Wales-Hyder,25,55.948,-133.664
Hamlin,KS,City,Brown,25,39.916,-95.627
Lonerock,OR,City,Gilliam,25,45.089,-119.884
Stockville,NE,Village,Frontier,25,40.534,-100.384
Strathcona,MN,City,Roseau,25,48.554,-96.167
Ambrose,ND,City,Divide,24,48.956,-103.481
Amidon,ND,City,Slope,24,46.482,-103.32
Arbela,MO,Town,Scotland,24,40.463,-92.016
Elliott,ND,City,Ransom,24,46.402,-97.815
Gardena,ND,City,Bottineau,24,48.701,-100.499
Jerome,AR,Town,Drew,24,33.398,-91.47
Johnson,MN,City,Big Stone,24,45.572,-96.294
Kramer,ND,City,Bottineau,24,48.691,-100.708
Lake Buena Vista,FL,City,Orange,24,28.379,-81.528
Milford,MO,Village,Barton,24,37.586,-94.158
Oak Hill,KS,City,Clay,24,39.247,-97.343
Osgood,MO,Village,Sullivan,24,40.197,-93.351
Silex,MO,Village,Lincoln,24,39.125,-91.057
Willis,KS,City,Brown,24,39.723,-95.506
Bankston,IA,City,Dubuque,23,42.508,-90.961
Berkley,IA,City,Boone,23,41.946,-94.114
Bettles,AK,City,Yukon-Koyukuk,23,66.906,-151.538
Brownell,KS,City,Ness,23,38.641,-99.744
Friendship,OK,Town,Jackson,23,34.698,-99.229
Hillman,MN,City,Morrison,23,46.008,-93.888
Antler,ND,City,Bottineau,22,48.971,-101.283
Cedar Point,KS,City,Chase,22,38.26,-96.821
Edge Hill,GA,City,Glascock,22,33.153,-82.625
Granger,MO,Village,Scotland,22,40.467,-91.974
Grenville,NM,Village,Union,22,36.593,-103.613
Impact,TX,Town,Taylor,22,32.5,-99.747
Knox,ND,City,Benson,22,48.344,-99.691
Macomb,OK,Town,Pottawatomie,22,35.148,-97.009
Maloy,IA,City,Ringgold,22,40.671,-94.41
Metz,MO,Town,Vernon,22,37.997,-94.443
North Lilbourn,MO,Village,New Madrid,22,36.602,-89.622
Oak Grove,OK,Town,Pawnee,22,36.206,-96.338
Obert,NE,Village,Cedar,22,42.69,-97.027
Ragan,NE,Village,Harlan,22,40.311,-99.29
Rockham,SD,Town,Faulk,22,44.904,-98.823
Seneca,SD,Town,Faulk,22,45.061,-99.509
South Gifford,MO,Village,Macon,22,40.027,-92.685
Sugden,OK,Town,Jefferson,22,34.082,-97.979
Tarrants,MO,Village,Pike,22,39.358,-91.184
Van Tassell,WY,Town,Niobrara,22,42.664,-104.091
Averill,VT,Town,Essex,21,44.943,-71.682
Barada,NE,Village,Richardson,21,40.218,-95.578
Cowles,NE,Village,Webster,21,40.171,-98.449
Fallis,OK,Town,Lincoln,21,35.75,-97.118
Fortescue,MO,Town,Holt,21,40.052,-95.318
Gascoyne,ND,City,Bowman,21,46.119,-103.079
Gerster,MO,Town,St. Clair,21,37.955,-93.577
Kaskaskia,IL,Village,Randolph,21,37.921,-89.916
Kupreanof,AK,City,Petersburg,21,56.821,-132.972
Mylo,ND,City,Rolette,21,48.636,-99.618
Nora,NE,Village,Nuckolls,21,40.164,-97.974
Pine Valley,NJ,Borough,Camden,21,39.787,-74.976
Venturia,ND,City,McIntosh,21,45.997,-99.55
Balfour,ND,City,McHenry,20,47.952,-100.534
Bassett,KS,City,Allen,20,37.908,-95.408
Cathay,ND,City,Wells,20,47.554,-99.411
Donaldson,MN,City,Kittson,20,48.574,-96.898
Durango,IA,City,Dubuque,20,42.561,-90.775
Evergreen,MO,Village,Laclede,20,37.552,-92.597
Green Hills,PA,Borough,Washington,20,40.116,-80.306
Hendley,NE,Village,Furnas,20,40.131,-99.971
Hetland,SD,Town,Kingsbury,20,44.377,-97.235
Victoria,AR,Town,Mississippi,20,35.757,-90.06
Chelsea,SD,Town,Faulk,19,45.168,-98.743
Concord,KY,City,Lewis,19,38.688,-83.492
Ellston,IA,City,Ringgold,19,40.84,-94.109
Marvin,SD,Town,Grant,19,45.261,-96.915
Preston,NE,Village,Richardson,19,40.035,-95.518
Sibley,ND,City,Barnes,19,47.219,-97.965
Valley Park,OK,Town,Rogers,19,36.279,-95.735
Winslow,NE,Village,Dodge,19,41.609,-96.505
Yetter,IA,City,Calhoun,19,42.316,-94.843
Braddock,ND,City,Emmons,18,46.564,-100.09
Bucyrus,ND,City,Adams,18,46.065,-102.788
Foraker,OK,Town,Osage,18,36.872,-96.569
Funkley,MN,City,Beltrami,18,47.785,-94.427
Penalosa,KS,City,Kingman,18,37.716,-98.32
Port Tobacco Village,MD,Town,Charles,18,38.511,-77.02
SNPJ,PA,Borough,Lawrence,18,40.929,-80.496
Bonanza,CO,Town,Saguache,17,38.297,-106.142
Charmwood,MO,Town,Franklin,17,38.281,-91.097
Conway,IA,City,Taylor,17,40.749,-94.619
Florence,IL,Village,Pike,17,39.629,-90.611
Ismay,MT,Town,Custer,17,46.5,-104.793
McBaine,MO,Town,Boone,17,38.882,-92.457
Nenzel,NE,Village,Cherry,17,42.927,-101.102
Stidham,OK,Town,McIntosh,17,35.369,-95.701
York,ND,City,Benson,17,48.313,-99.574
Barry,MN,City,Big Stone,16,45.558,-96.56
Ferdinand,VT,Town,Essex,16,44.74,-71.767
Lakeside,CO,Town,Jefferson,16,39.779,-105.058
Sarles,ND,City,Towner;Cavalier,16,48.945,-98.996
